especie_validada,longitud_caparazon_mm,longitud_rostro_mm,longitud_quela_mm,ancho_quela_mm,pleon_plegado,presencia_setas,ornamentacion_caparazon,forma_quela,notas,info_detallada,link_especie
Petrolisthes marginatus,14.68,3.45,16.79,5.72,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.25,3.37,17.97,6.07,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,16.16,3.33,18.89,5.94,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.96,3.62,16.99,6.11,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.12,3.59,18.26,6.74,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.52,3.41,17.44,5.83,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.52,3.71,19.28,5.83,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.38,3.58,17.5,6.19,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.15,3.23,19.39,6.54,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.54,3.43,18.26,6.1,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.49,3.85,17.84,5.76,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,13.97,3.37,17.97,6.54,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.61,3.54,17.99,6.36,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,16.9,3.41,17.56,6.31,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.51,3.82,18.53,5.89,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.44,3.69,18.74,6.15,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.8,3.7,19.24,6.19,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.87,3.53,19.09,5.75,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.28,3.43,18.03,6.38,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.14,3.51,16.78,6.22,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.48,3.88,17.72,6.07,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.19,3.78,17.91,6.08,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.46,3.53,17.6,6.06,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.81,3.32,18.12,5.79,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.9,3.23,17.5,6.11,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,16.17,3.49,17.5,6.56,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,13.91,3.12,18.4,5.85,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.23,3.62,18.22,5.83,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.04,3.65,18.59,5.97,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,16.38,3.31,16.63,5.79,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.97,3.54,17.78,6.11,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.06,3.75,17.93,6.34,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.26,3.58,18.51,6.13,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.48,3.73,18.18,6.21,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.93,3.75,17.39,6.54,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.97,3.25,18.12,5.8,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.63,3.39,17.6,5.43,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.66,3.08,16.57,6.23,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.59,3.57,17.13,5.99,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,15.0,3.3,19.35,6.26,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.83,3.5,18.19,5.39,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,14.81,3.38,17.1,5.92,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes marginatus,16.35,3.61,17.49,6.17,1,0,lisa,robusta,"Especie grande, compleja, Vzla+PI",Especie marina de gran tamaño común en el Caribe y las costas de Venezuela.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421877
Petrolisthes galathinus,12.84,3.14,14.04,4.84,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.42,3.06,14.63,5.16,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.63,2.92,14.92,5.05,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,13.25,2.9,15.22,5.05,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.61,2.93,13.78,5.11,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.31,2.91,13.98,5.54,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,13.04,3.07,14.03,5.03,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.37,2.85,13.82,4.58,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.24,3.1,13.66,5.39,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.26,2.78,14.16,5.26,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,13.01,2.93,14.76,4.99,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.9,3.13,14.46,4.61,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.89,3.21,13.56,5.1,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.3,3.04,13.61,4.83,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.98,3.18,14.38,4.91,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.46,2.57,14.8,4.57,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.78,2.83,13.09,5.29,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.72,3.05,13.97,5.12,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.05,2.81,14.7,4.88,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.07,2.94,15.05,5.21,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.79,2.95,13.77,5.52,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.23,3.06,14.72,5.06,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.84,2.97,13.95,4.99,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.44,3.01,14.51,4.98,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.05,2.7,14.64,5.09,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.6,2.57,15.46,4.97,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.66,2.84,14.43,4.74,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.63,3.29,13.87,5.05,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.52,3.07,14.11,5.09,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,13.44,2.99,14.14,5.26,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.66,3.18,14.45,4.71,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.98,2.83,14.21,4.81,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.96,3.05,14.22,5.11,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.97,3.07,13.83,5.24,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.71,2.82,14.42,5.18,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.82,3.21,13.89,5.03,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.9,3.0,13.23,4.64,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.96,2.87,13.31,4.46,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.62,2.8,15.15,5.25,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.59,3.34,14.69,4.92,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,10.5,3.34,13.03,4.59,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.61,3.37,14.97,5.14,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.36,3.13,14.53,5.07,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.06,2.99,13.47,4.93,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,10.98,2.99,13.31,4.72,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.11,3.21,14.64,4.61,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.41,3.14,13.31,4.94,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,12.33,2.85,14.07,4.67,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.64,3.05,12.88,5.11,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes galathinus,11.99,3.08,14.16,5.34,1,0,rugosa,robusta,"Morfológicamente complejo, dientes blancos, Vzla+PI",Se encuentra frecuentemente asociado a esponjas de barril en arrecifes costeros del Atlántico Occidental.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421873
Petrolisthes armatus,8.05,1.96,10.06,3.08,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.02,2.0,9.65,2.9,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.44,2.17,9.38,2.9,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.71,2.09,9.85,3.19,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.73,2.03,9.58,3.32,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.52,2.03,10.32,3.06,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.93,1.99,10.02,2.98,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.39,2.22,9.72,2.79,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,7.96,2.26,9.6,3.25,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
Petrolisthes armatus,8.67,1.94,10.28,3.24,1,0,rugosa,delgada,"Cangrejo porcelana verde, crestas en caparazón, Vzla+PI",Habitante común de manglares y zonas intermareales. Se alimenta filtrando plancton con sus piezas bucales.,https://www.marinespecies.org/aphia.php?p=taxdetails&id=421870
